Agemos,L,M,S,P3,P10,P25,P50,P75,P90,P97
58.5,1.239715856,108.0829695,0.042383129,99.3815118,102.1730346,104.9824642,108.0829695,111.1622955,113.9163901,116.6194398
59.5,1.255121285,108.6296457,0.042488804,99.85650001,102.6723326,105.5049607,108.6296457,111.731563,114.5047033,117.2254154
60.5,1.266367398,109.1751441,0.042593311,100.331847,103.171181,106.026498,109.1751441,112.2997816,115.0923665,117.831386
61.5,1.273606657,109.7195954,0.042696342,100.8077371,103.6697469,106.5472265,109.7195954,112.86706,115.6794655,118.4374113
62.5,1.276996893,110.2631136,0.042797615,101.2843288,104.1681762,107.0672782,110.2631136,113.4334909,116.2660704,119.0435349
63.5,1.276701119,110.8057967,0.042896877,101.7617545,104.6665937,107.5867669,110.8057967,113.9991516,116.8522359,119.6497853
64.5,1.272887366,111.3477265,0.042993904,102.2401199,105.1651027,108.1057886,111.3477265,114.5641044,117.4380018,120.2561762
65.5,1.265728536,111.8889694,0.043088503,102.719504,105.6637849,108.6244211,111.8889694,115.128397,118.0233939,120.8627069
66.5,1.255402281,112.4295761,0.043180513,103.1999595,106.1627011,109.1427246,112.4295761,115.6920629,118.6084238,121.4693629
67.5,1.242090871,112.9695827,0.043269806,103.6815122,106.6618905,109.6607418,112.9695827,116.2551221,119.1930903,122.0761162
68.5,1.225981067,113.5090108,0.043356287,104.164162,107.1613717,110.1784984,113.5090108,116.8175812,119.777379,122.682926
69.5,1.207263978,114.0478678,0.043439893,104.6478827,107.6611426,110.6960031,114.0478678,117.3794345,120.3612638,123.2897392
